symbol,company,isin,exchange,sector
INDSILHYD,INDSIL HYDRO POWER AND MANGANE,INE867D01018,NSE,Unknown
NCC,NCC LIMITED,INE868B01028,NSE,Unknown
AHMDSTE,AHMEDABAD STEELCRAFT LTD.,INE868C01018,NSE,Unknown
GAJANANSEC,GAJANAN SECURITIES SERVICES LT,INE868G01019,NSE,Unknown
YSL,The Yamuna Syndicate Ltd,INE868X01014,NSE,Unknown
SHAWGELTIN,SHAW WALLANCE - DEPO,INE869A01010,NSE,Unknown
GTPL,GTPL HATHWAY LIMITED,INE869I01013,NSE,Unknown
TEMBO,TEMBO GLOBAL IND LTD,INE869Y01010,NSE,Unknown
TEMBO-RE,TEMBO GLOBAL IND LTD,INE869Y20010,NSE,Unknown
OKPLA,OK PLAY INDIA LTD.,INE870B01024,NSE,Unknown
NFL,NATIONAL FERT. LTD,INE870D01012,NSE,Unknown
NETWORK18,NETWORK18 MEDIA & INV LTD,INE870H01013,NSE,Unknown
SILVOAK,SILVER OAK (INDIA) LTD.,INE870J01019,NSE,Unknown
INNOVATORS,Innovators Facade Systems Limi,INE870Z01015,NSE,Unknown
ZICOM,ZICOM ELECT SEC SYS LTD,INE871B01014,NSE,Unknown
AVANTIFEED,AVANTI FEEDS LIMITED,INE871C01038,NSE,Unknown
GSS,GSS INFOTECH LIMITED,INE871H01011,NSE,Unknown
HMVL,HINDUSTAN MEDIA VENT LTD,INE871K01015,NSE,Unknown
TVVISION,TV VISION LIMITED,INE871L01013,NSE,Unknown
SREINFRA,SREI INFRASTRUCTURE FINAN,INE872A01014,NSE,Unknown
DLTNCBL,DELTON CABLES LTD.,INE872E01016,NSE,Unknown
LUMAXTECH,LUMAX AUTO TECH LTD,INE872H01027,NSE,Unknown
DEVYANI,DEVYANI INTERNATIONAL LTD,INE872J01023,NSE,Unknown
DATAPROINF,DATAPROINFO - ROLL SETT,INE873A01012,NSE,Unknown
INDOCO,INDOCO REMEDIES LTD.,INE873D01024,NSE,Unknown
MKVENTURES,MKVENTURES CAPITAL LIMITED,INE874A01010,NSE,Unknown
RADAAN,RADAAN MEDIAWORKS (I) LTD,INE874F01027,NSE,Unknown
CANDC,C&C CONST. LTD.,INE874H01015,NSE,Unknown
RAMKY,RAMKY INFRA LTD,INE874I01013,NSE,Unknown
IVRCLINFRA,IVRCL LIMITED,INE875A01025,NSE,Unknown
NIMBSPROJ,NIMBUS PROJECTS LTD.,INE875B01015,NSE,Unknown
NDL,NANDAN DENIM LIMITED,INE875G01048,NSE,Unknown
BANDARAM,BANDARAM PHARMA PACKTECH LIMIT,INE875N01036,NSE,Unknown
BALKRISHNA,BALKRISHNA PAPER MILLS L,INE875R01011,NSE,Unknown
BALKRI-RE,BALKRSHNA PAPER MILLS LTD,INE875R20011,NSE,Unknown
OASISEC,OASIS SECURITIES LTD.,INE876A01023,NSE,Unknown
NIHARINF,NIHAR INFO GLOBAL LTD.,INE876E01033,NSE,Unknown
ORIENTCEM,ORIENT CEMENT LTD.,INE876N01018,NSE,Unknown
LOYAL,Loyal Equipments Limited,INE876S01017,NSE,Unknown
GUJINTRX,GUJARAT INTRUX LTD.,INE877E01015,NSE,Unknown
PTC,PTC INDIA LIMITED,INE877F01012,NSE,Unknown
ARCHIDPLY,ARCHIDPLY IND. LTD,INE877I01016,NSE,Unknown
SURAKSHA,SURAKSHA DIAGNOSTIC LTD,INE877V01027,NSE,Unknown
GVPIL,GE POWER INDIA LIMITED,INE878A01011,NSE,Unknown
KEI,KEI INDUSTRIES LTD.,INE878B01027,NSE,Unknown
SETCO,SETCO AUTOMOTIVE LTD,INE878E01021,NSE,Unknown
INVENTURE,INVENTURE GRO & SEC LTD,INE878H01024,NSE,Unknown
INVENT-RE,INVENTURE GRO & SEC LTD,INE878H20016,NSE,Unknown
BAFNAPHARM,BAFNA PHARMACEUTICALS L,INE878I01014,NSE,Unknown
BAFNAPH,BAFNA PHARMACEUTICALS LTD,INE878I01022,NSE,Unknown
BFINVEST,BF INVESTMENT LIMITED,INE878K01010,NSE,Unknown
VISTARAMAR,Vistar Amar Limited,INE878P01019,NSE,Unknown
SHREERAMA,SHREE RAMA MULTI TECH LTD,INE879A01019,NSE,Unknown
SHRERA-RE,SHREE RAMA MULTI-TECH LTD,INE879A20019,NSE,Unknown
ISSAL,INDIANSEAMLESS-ROLLSETT,INE879C01015,NSE,Unknown
KANANIIND,KANANI INDUSTRIES LTD,INE879E01037,NSE,Unknown
DBREALTY,VALOR ESTATE LIMITED,INE879I01012,NSE,Unknown
KMCSHIL,KMC SPECIALITY HOSPITALS (INDI,INE879K01018,NSE,Unknown
ANSALHSG,ANSAL HOUSING LIMITED,INE880B01015,NSE,Unknown
JSWINFRA,JSW INFRASTRUCTURE LTD,INE880J01026,NSE,Unknown
KIOCL,KIOCL LIMITED,INE880L01014,NSE,Unknown
SOLEX,SOLEX ENERGY LIMITED,INE880Y01017,NSE,Unknown
KOBO,KOBO BIOTECH LIMITED,INE881A01015,NSE,Unknown
SUPERTEX,SUPERTEX INDUSTRIES LTD.,INE881B01054,NSE,Unknown
OFSS,ORACLE FIN SERV SOFT LTD.,INE881D01027,NSE,Unknown
KELENRG,KELTECH ENERGIES LTD.,INE881E01017,NSE,Unknown
MARALOVER,MARAL OVERSEAS LTD,INE882A01013,NSE,Unknown
IIL,INTEGRATED INDUSTRIES LIMITED,INE882B01037,NSE,Unknown
VEERHEALTH,VEERHEALTH CARE LIMITED,INE882C01035,NSE,Unknown
SPICEISLIN,SPICE ISLANDS INDUSTRIES LIMIT,INE882D01017,NSE,Unknown
MRF,MRF LIMITED DEPO,INE883A01011,NSE,Unknown
ALFAVIO,ALFAVISION OVERSEAS (INDIA) LT,INE883B01027,NSE,Unknown
PACIFICI,PACIFIC INDUSTRIES LTD.,INE883C01025,NSE,Unknown
KBSINDIA,KBS INDIA LIMITED,INE883D01023,NSE,Unknown
AADHARHFC,AADHAR HOUSING FINANCE L,INE883F01010,NSE,Unknown
SGFL,SHREE GANESH FORG. LTD,INE883G01018,NSE,Unknown
PARAGMILK,PARAG MILK FOODS LTD.,INE883N01014,NSE,Unknown
VAIBHAVGBL,VAIBHAV GLOBAL LIMITED,INE884A01027,NSE,Unknown
KIRLOSFERR,KIRLOSKARFERROUS,INE884B01017,NSE,Unknown
KIRLFER,KIRLOSKAR FERROUS IND LTD,INE884B01025,NSE,Unknown
ARE&M,AMARA RAJA ENERGY MOB LTD,INE885A01032,NSE,Unknown
ARTEFACT,ARTEFACT PROJECTS LTD.,INE885B01014,NSE,Unknown
MAZDA,MAZDA LIMITED,INE885E01042,NSE,Unknown
MASKINVEST,MASK INVESTMENTS LIMITED,INE885F01015,NSE,Unknown
SPORTKING,SPORTKING INDIA LIMITED,INE885H01029,NSE,Unknown
IITL,INDUSTRIAL INV TRUST LTD,INE886A01014,NSE,Unknown
SUMEDHA,SUMEDHA FISCAL SERVICES LTD.,INE886B01012,NSE,Unknown
EFCIL,EFC (I) LIMITED,INE886D01026,NSE,Unknown
TV18BRDCST,TV18 BROADCAST LIMITED,INE886H01027,NSE,Unknown
TCC,TCC CONCEPT LIMITED,INE887D01016,NSE,Unknown
NGLFINE,NGL FINE CHEM LIMITED,INE887E01022,NSE,Unknown
GOKEX,GOKALDAS EXPORTS LTD.,INE887G01027,NSE,Unknown
INDYESTUF,IDI LIMITED-DEPO,INE888A01010,NSE,Unknown
PODDARHOUS,PODDAR HOUSE & DVPT LTD,INE888B01018,NSE,Unknown
SADHNANIQ,SADHANA NITROCHEM LIMITED,INE888C01040,NSE,Unknown
SADHNAN-RE,SADHANA NITROCHEM LIMITED,INE888C20016,NSE,Unknown
KUNDANMM,KUNDAN MIN AND METALS LTD,INE889B01016,NSE,Unknown
PIONDIST,PIONEER DIST LTD,INE889E01010,NSE,Unknown
CMMHOSP,CHENNAI MEENAKSHI MULTISPECIAL,INE889F01017,NSE,Unknown
JMCPROJECT,JMC PROJECTS (I) LTD.,INE890A01024,NSE,Unknown
UPSURGE,UPSURGE INVESTMENT & FINANCE L,INE890B01014,NSE,Unknown
SANWARIA,SANWARIA CONSUMER LIMITED,INE890C01046,NSE,Unknown
UVDRHOR,UNITED VAN DER HORST LTD.,INE890G01021,NSE,Unknown
JULIEN,JULIEN AGRO INFRATECH LIMITED,INE890N01027,NSE,Unknown
GAMCO,GAMCO LIMITED,INE890S01026,NSE,Unknown
DSKULKARNI,DS KULKARNI DEVELOPERS LT,INE891A01014,NSE,Unknown
DCMFINSERV,DCM FINANCIAL SERVICES LT,INE891B01012,NSE,Unknown
REDINGTON,REDINGTON LIMITED,INE891D01026,NSE,Unknown
LIMECHM,LIME CHEMICALS LTD.,INE891G01011,NSE,Unknown
KAIZENAGRO,KAIZEN AGRO INFRABUILD LIMITED,INE891N01017,NSE,Unknown
SCC,Scintilla Commercial & Credit,INE892C01018,NSE,Unknown
SHANTIGURU,SHANTI GURU INDUSTRIES LIMITED,INE892L01019,NSE,Unknown
BABA,BABA ARTS LTD.,INE893A01036,NSE,Unknown
BGDL,BHARAT GLOBAL DEVELOPERS LIMIT,INE893C01032,NSE,Unknown
VASCONEQ,VASCON ENGINEERS LTD,INE893I01013,NSE,Unknown
MOLDTKPAC,MOLD-TEK PACKAGING LTD,INE893J01029,NSE,Unknown
MOLDTEK-RE,MOLD-TEK PACKAGING RE,INE893J20011,NSE,Unknown
ASHCAP,ASHIRWAD CAPITAL LTD.,INE894A01026,NSE,Unknown
SALEM,Salem Erode Investments Ltd.,INE894E01028,NSE,Unknown
BELRISE,BELRISE INDUSTRIES LTD,INE894V01022,NSE,Unknown
SVARTCORP,SWASTI VINAYAKA ART AND HERITA,INE895A01023,NSE,Unknown
RUPA,RUPA & COMPANY LTD,INE895B01021,NSE,Unknown
TATAYODOGA,TATAYODOGAWA LTD.,INE895C01011,NSE,Unknown
SCAGRO,SC Agrotech Limited,INE895E01017,NSE,Unknown
PANACHE,PANACHE DIGILIFE LIMITED,INE895W01019,NSE,Unknown
NATPLASTI,NATIONAL PLASTIC TECHNOLOGIES,INE896D01017,NSE,Unknown
INDOSTAR,INDOSTAR CAPITAL FIN LTD,INE896L01010,NSE,Unknown
1030ICFL27,ICFL-10.30%-25-9-27-NCD,INE896L07991,NSE,Unknown
SUPERBAK,SUPER BAKERS (INDIA) LTD.,INE897A01011,NSE,Unknown
KRISHNACAP,Krishna Capital And Securities,INE897B01019,NSE,Unknown
AVI,Avi Polymers Ltd.,INE897N01014,NSE,Unknown
MAGNUS,MAGNUS STEEL AND INFRA LIMITED,INE898E01011,NSE,Unknown
SIMPLEX,SIMPLEX PROJECTS LTD.,INE898F01018,NSE,Unknown
MIIL,Meghna Infracon Infrastructure,INE898Q01015,NSE,Unknown
AURUM,AURUM PROPTECH LIMITED,INE898S01029,NSE,Unknown
AURUM-RE,AURUM PROPTECH LIMITED,INE898S20011,NSE,Unknown
BRAWN,BRAWN BIOTECH LTD.,INE899B01015,NSE,Unknown
DHARFIN,DHARANI FINANCE LTD.,INE899D01011,NSE,Unknown
SURBHIN,SURBHI INDUSTRIES LTD.,INE899E01019,NSE,Unknown
UJAAS,UJAAS ENERGY LIMITED,INE899L01022,NSE,Unknown
UEL,UJAAS ENERGY LIMITED,INE899L01030,NSE,Unknown
COVIDH,COVIDH,INE899M01020,NSE,Unknown
BHARAT,Bharat Bhushan Finance & Commo,INE900A01013,NSE,Unknown
KABRAEXTRU,KABRAEXTRUSION,INE900B01029,NSE,Unknown
ASAL,AUTOMOTIVE STAMPINGS & AS,INE900C01027,NSE,Unknown
ADVLIFE,ADVANCE LIFESTYLES LTD.,INE900E01015,NSE,Unknown
MBAPL,MADHYA BHARAT AGRO P. LTD,INE900L01010,NSE,Unknown
ENCODE,ENCODE PACKAGING INDIA LIMITED,INE900O01014,NSE,Unknown
INSILCO,INSILCO LIMITED DEPO,INE901A01011,NSE,Unknown
TPROJECT,THIRANI PROJECTS LTD,INE901C01017,NSE,Unknown
APLLTD,ALEMBIC PHARMA LTD,INE901L01018,NSE,Unknown
FELIX,FELIX INDUSTRIES LTD.,INE901X01013,NSE,Unknown
SPICFINE,HENKEL SPIC (I) LTD DEPO,INE902A01019,NSE,Unknown
S&SPOWER,S&S POWER SWITCHGEARS,INE902B01017,NSE,Unknown
MORGAN,MORGAN VENTURES LTD.,INE902C01015,NSE,Unknown
KIFS,KIFS FINANCIAL SERVICES LTD.,INE902D01013,NSE,Unknown
JKSYNTHETC,JK SYNTHETICS LTD - DEPO,INE903A01017,NSE,Unknown
JAYKAY,Jaykay Enterprises Limited,INE903A01025,NSE,Unknown
MONARCH,MONARCH NETWORTH CAP LTD,INE903D01011,NSE,Unknown
SIGNATURE,SIGNATUREGLOBAL INDIA LTD,INE903U01023,NSE,Unknown
MEDICOTECH,MEDICORP TECH (I) LTD,INE904A01015,NSE,Unknown
PDPL,PARENTERAL DRUGS LTD,INE904D01019,NSE,Unknown
JINDCOT,JINDAL COTEX LTD,INE904J01016,NSE,Unknown
URSUGAR,UR SUGAR INDUSTRIES LIMITED,INE904R01027,NSE,Unknown
WOMENNET,WOMEN NETWORKS LTD.,INE905B01010,NSE,Unknown
BCP,B.C. POWER CONTROLS LTD,INE905P01028,NSE,Unknown
PURPLE,Purple Entertainment Limited,INE905R01016,NSE,Unknown
AVERY,AVERY INDIA LTD-DEPO,INE906A01010,NSE,Unknown
830NHAI27,830NHAI27,INE906B07CB9,NSE,Unknown
875NHAI29,NHAI-8.75%-5-2-29-NCD,INE906B07DF8,NSE,Unknown
76NHAI31,NHAI-7.6%-11-1-31-TAXFREENCD,INE906B07EJ8,NSE,Unknown
769NHAI31,NHAI-7.69%-9-3-31-TAXFREENCD,INE906B07EP5,NSE,Unknown
TARAI,TARAI FOODS LTD.,INE906C01016,NSE,Unknown
CITADEL,CITADEL REALTY AND DEVELOPERS,INE906D01014,NSE,Unknown
OSWALOR,OSWAL OVERSEAS LTD.,INE906K01027,NSE,Unknown
EKAMLEA,EKAM LEASING & FINANCE CO.LTD.,INE906L01025,NSE,Unknown
TIGERLOGS,TIGER LOGISTICS (INDIA) L,INE906O01029,NSE,Unknown
GALACTICO,Galactico Corporate Services L,INE906Y01028,NSE,Unknown
KALYANISTL,KALYANI STEELS LTD,INE907A01018,NSE,Unknown
KSL,KALYANI STEELS LIMITED,INE907A01026,NSE,Unknown
CIBASPEC,CIBA SPEC. (I) LTD - DEPO,INE908A01016,NSE,Unknown
CINDHO,CINDRELLA HOTELS LTD.,INE908C01012,NSE,Unknown
SHAKTIPUMP,SHAKTI PUMPS (I) LTD,INE908D01010,NSE,Unknown
LIBAS,LIBAS CONSU PRODUCTS LTD,INE908V01012,NSE,Unknown
LIBAS-RE,LIBAS CON PRODUCT LTD,INE908V20012,NSE,Unknown
EUPHARMLAB,EUPHARMA LAB LTD,INE909A01014,NSE,Unknown
PASUSPG,PASUPATI SPG.& WVG.MILLS LTD.,INE909B01020,NSE,Unknown
SHARPINV,SHARP INVESTMENTS LTD,INE909D01026,NSE,Unknown
NIRLON,NIRLON LIMITED,INE910A01012,NSE,Unknown
OTCO,OTCO INTERNATIONAL LTD.,INE910B01028,NSE,Unknown
TTKHLTCARE,TTK HEALTHCARE LIMITED,INE910C01018,NSE,Unknown
BOMTALKIES,BOMBAY TALKIES LIMITED,INE910D01024,NSE,Unknown
GTV,GTV Engineering Limited,INE910R01024,NSE,Unknown
TCIFINANCE,TCIFINANCELTD-ROLL SETT,INE911B01018,NSE,Unknown
KRANTI,Kranti Industries Limited,INE911T01010,NSE,Unknown
A1L,A-1 LIMITED,INE911Z01017,NSE,Unknown
GOYALASS,GOYAL ASSOCIATES LTD.,INE912B01032,NSE,Unknown
MBLINFRA,MBL INFRASTRUCTURE LTD,INE912H01013,NSE,Unknown
ONELIFECAP,ONELIFE CAP ADVISORS LTD,INE912L01015,NSE,Unknown
RPEL,RAGHAV PRODUCTIVITY ENH L,INE912T01018,NSE,Unknown
ENDURANCE,ENDURANCE TECHNO. LTD.,INE913H01037,NSE,Unknown
SHREMETAL,SHREE METALLOYS LTD.,INE914B01012,NSE,Unknown
ALANKIT,ALANKIT LIMITED,INE914E01040,NSE,Unknown
POLYSPIN,Polyspin Exports Ltd.,INE914G01029,NSE,Unknown
ASTERDM,ASTER DM HEALTHCARE LTD.,INE914M01019,NSE,Unknown
INDSWFTLAB,IND SWIFT LABORATORIES LT,INE915B01019,NSE,Unknown
GRATEXI,GRATEX INDUSTRIES LTD.,INE915E01013,NSE,Unknown
AHLWEST,ASIAN HOTELS (WEST) LTD,INE915K01010,NSE,Unknown
GEECEE,GEECEE VENTURES LIMITED,INE916G01016,NSE,Unknown
TRIVENIENT,TRIVENI ENTERPRISES LTD,INE916P01025,NSE,Unknown
SFL,SHEELA FOAM LIMITED,INE916U01025,NSE,Unknown
AFIL,AKME FINTRADE (INDIA) LTD,INE916Y01027,NSE,Unknown
SRHHYPOLTD,SREE RAYALSEEMA HHP LTD.,INE917H01012,NSE,Unknown
BAJAJ-AUTO,BAJAJ AUTO LIMITED,INE917I01010,NSE,Unknown
DBL,DILIP BUILDCON LIMITED,INE917M01012,NSE,Unknown
JUPITER,JUPITER BIOSCIENCE LTD,INE918B01013,NSE,Unknown
GILADAFINS,Gilada Finance & Investments L,INE918C01029,NSE,Unknown
BAJAJFINSV,BAJAJ FINSERV LTD.,INE918I01026,NSE,Unknown
VETO,VETO SWITCHGEAR CABLE LTD,INE918N01018,NSE,Unknown
KAYNES,KAYNES TECHNOLOGY IND LTD,INE918Z01012,NSE,Unknown
LAFFANSQ,LAFFANS PETROCHEMICALS LTD.,INE919B01011,NSE,Unknown
JETKINGQ,JETKING INFOTRAIN LTD.,INE919C01019,NSE,Unknown
IMFA,INDIAN METALS & FERRO,INE919H01018,NSE,Unknown
RADIOCITY,MUSIC BROADCAST LIMITED,INE919I01024,NSE,Unknown
DUGARHOU,DUGAR HOUSING DEVELOPMENTS LTD,INE919M01026,NSE,Unknown
JLL,JINDAL LEASEFIN LIMITED,INE919T01013,NSE,Unknown
DOLPHINOFF,DOLPHIN OFF. ENT IND LTD.,INE920A01011,NSE,Unknown
DOLPHIN,DOLPHIN OFF ENT (IND) L,INE920A01037,NSE,Unknown
NTCIND,NTC INDUSTRIES LTD.,INE920C01017,NSE,Unknown
LAXMIPATI,LAXMIPATI ENGINEERING WORKS LI,INE920P01019,NSE,Unknown
DBSTOCKBRO,DB (INT) STOCK BROKERS,INE921B01025,NSE,Unknown
BAMBINO,BAMBINO AGRO INDUSTRIES LTD.,INE921D01013,NSE,Unknown
BEPL,BHANSALI ENG. POLYMERS LT,INE922A01025,NSE,Unknown
PANACEABIO,PANACEA BIOTEC LTD.,INE922B01023,NSE,Unknown
INDIASHLTR,INDIA SHELTER FIN CORP L,INE922K01024,NSE,Unknown
SILINV,SIL INVESTMENTS LIMITED,INE923A01015,NSE,Unknown
COLINZ,COLINZ LABORATORIES LTD.,INE923C01011,NSE,Unknown
VSFPROJ,VSF PROJECTS LTD.,INE923K01014,NSE,Unknown
KENVI,Kenvi Jewels Limited,INE923Y01023,NSE,Unknown
SALORAINTL,SALORA INTERNATIONAL LTD.,INE924A01013,NSE,Unknown
AMCOIND,AMCO INDIA LTD.,INE924B01011,NSE,Unknown
THEINVEST,THE INVEST TRUST OF IND L,INE924D01017,NSE,Unknown
TARMAT,TARMAT LIMITED,INE924H01018,NSE,Unknown
BLUEGOD,BLUEGOD ENTERTAINMENT LIMITED,INE924N01024,NSE,Unknown
MADHAV,MADHAV MARBLE & GRANITE,INE925C01016,NSE,Unknown
GARWAMAR,GARWARE MARINE INDUSTRIES LTD.,INE925D01014,NSE,Unknown
ECS,ECS Biztech Limited,INE925Q01024,NSE,Unknown
CMSINFO,CMS INFO SYSTEMS LIMITED,INE925R01014,NSE,Unknown
PERFECT,PERFECT INFRAENGINEER LTD,INE925S01012,NSE,Unknown
PERF-RE,PERFECT INFRAENGINEER LTD,INE925S20012,NSE,Unknown
GODHA,GODHA CABCON INSULAT LTD,INE925Y01010,NSE,Unknown
GODHA,GODHA CABCON INSULAT LTD,INE925Y01036,NSE,Unknown
GODHA-RE,GODHA CABCON INSULAT LTD,INE925Y20010,NSE,Unknown
GRANDOAK,GRAND OAK CANYONS DISTILLERY L,INE926B01016,NSE,Unknown
NIKHILAD,NIKHIL ADHESIVES LTD.,INE926C01022,NSE,Unknown
AHLEAST,ASIAN HOTELS (EAST) LTD,INE926K01017,NSE,Unknown
UCIL,UNIFINZ CAPITAL INDIA LIMITED,INE926R01012,NSE,Unknown
HGINFRA,H.G.INFRA ENGINEERING LTD,INE926X01010,NSE,Unknown
ROLATAN,ROLLATAINERS LTD - DEPO,INE927A01016,NSE,Unknown
ROLLT,ROLLATAINERS LIMITED,INE927A01040,NSE,Unknown
DIGISPICE,DIGISPICE TECHNOLOGIES LT,INE927C01020,NSE,Unknown
JBMA,JBM AUTO LIMITED,INE927D01051,NSE,Unknown
BAROEXT,BARODA EXTRUSION LTD.,INE927K01023,NSE,Unknown
GRANDMA,GRANDMA TRADING & AGENCIES LTD,INE927M01029,NSE,Unknown
ELCIDIN,ELCID INVESTMENTS LTD.,INE927X01018,NSE,Unknown
EMPEESUG,EMPEE SUGAR AND CHEM LTD,INE928B01012,NSE,Unknown
DAICHI,DAI-ICHI KARKARIA LTD.,INE928C01010,NSE,Unknown
HARYNACAP,HARYANA CAPFIN LTD.,INE928H01019,NSE,Unknown
RCCL,Rajasthan Cylinders & Containe,INE929D01016,NSE,Unknown
UNITINT,UNITECH INTERNATIONAL LTD.,INE929K01011,NSE,Unknown
KPRMILL,KPR MILL LTD.,INE930H01031,NSE,Unknown
ANURAS,ANUPAM RASAYAN INDIA LTD,INE930P01018,NSE,Unknown
HOWARHO,HOWARD HOTELS LTD.,INE931B01016,NSE,Unknown
SAMTEX,SAMTEX FASHIONS LTD.,INE931D01020,NSE,Unknown
ADANIENSOL,ADANI ENERGY SOLUTION LTD,INE931S01010,NSE,Unknown
PENARSTEEL,PENNAR INDSLTD-DEPO,INE932A01016,NSE,Unknown
PENIND,PENNAR INDUSTRIES LTD,INE932A01024,NSE,Unknown
TOKYOPLAST,TOKYO PLAST  INTL LTD.,INE932C01012,NSE,Unknown
DUROPLY,DUROPLY INDUSTRIES LIMITED,INE932D01010,NSE,Unknown
EPIC,EPIC ENERGY LTD.,INE932F01015,NSE,Unknown
VMS,VMS INDUSTRIES LTD.,INE932K01015,NSE,Unknown
GANHOLD,GANESH HOLDINGS LTD.,INE932M01011,NSE,Unknown
SHAREINDIA,SHARE IND. SECURITIES LTD,INE932X01026,NSE,Unknown
SHARE-RE,SHARE IND SEC LTD,INE932X20018,NSE,Unknown
LYKALABS,LYKA LABS LTD.,INE933A01014,NSE,Unknown
MEGASOFT,MEGASOFT LTD,INE933B01012,NSE,Unknown
MEGA-RE,MEGASOFT LIMITED -RE,INE933B20012,NSE,Unknown
BAJAJCON,BAJAJ CONSUMER CARE LTD,INE933K01021,NSE,Unknown
INDIAMART,INDIAMART INTERMESH LTD,INE933S01016,NSE,Unknown
SHANTI,SHANTI OVERSEAS INDIA LTD,INE933X01016,NSE,Unknown
INTEGHIT,INTEGRATED HITECH LTD.,INE934A01012,NSE,Unknown
MERCATOR,MERCATOR LIMITED,INE934B01028,NSE,Unknown
DRAGARWQ,DR.AGARWALS EYE HOSPITAL LTD.,INE934C01018,NSE,Unknown
GNA,GNA AXLES LIMITED,INE934S01014,NSE,Unknown
GLENMARK,GLENMARK PHARMACEUTICALS,INE935A01035,NSE,Unknown
MOSCHIP,MOSCHIP TECHNOLOGIES LTD,INE935B01025,NSE,Unknown
INDUSFINL,Indus Finance Limited,INE935D01013,NSE,Unknown
DIXON,DIXON TECHNO (INDIA) LTD,INE935N01020,NSE,Unknown
FSC,FUTURE SUPP CHAIN SOL LTD,INE935Q01015,NSE,Unknown
SURATRAML,Surat Trade and Mercantile Lim,INE936A01025,NSE,Unknown
NATCAPSUQ,NATURAL CAPSULES LIMITED,INE936B01015,NSE,Unknown
SPMLINFRA,SPML INFRA LIMITED,INE937A01023,NSE,Unknown
NILAINFRA,NILA INFRASTRUCTURES LTD,INE937C01029,NSE,Unknown
ETIL,Econo Trade (India) Limited,INE937K01014,NSE,Unknown
LCCINFOTEC,LCC INFOTECH LTD,INE938A01021,NSE,Unknown
LAKSHMILL,LAKSHMILLSCO,INE938C01019,NSE,Unknown
STAR,STRIDES PHARMA SCI LTD,INE939A01011,NSE,Unknown
HARITASEAT,HARITA SEATING SYS. LTD,INE939D01015,NSE,Unknown
MANBA,MANBA FINANCE LIMITED,INE939X01013,NSE,Unknown
1130MBFL27,MBFL-11.30%-5-6-27-PVT,INE939X07200,NSE,Unknown
DUTRON,DUTRON POLYMERS LTD.,INE940C01015,NSE,Unknown
EUROLED,EURO LEDER FASHION LTD.,INE940E01011,NSE,Unknown
PGIL,PEARL GLOBAL IND LIMITED,INE940H01022,NSE,Unknown
PREMSYN,PREMIER SYNTHETICS LTD.,INE940N01012,NSE,Unknown
CENTAKCHEM,CENTAK CHEMICALS LTD,INE942A01015,NSE,Unknown
GUJTHEM,GUJARAT THEMIS BIOSYN LTD,INE942C01045,NSE,Unknown
MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,INE942G01012,NSE,Unknown
LANCOIND,LANCO INDUSTRIES,INE943C01019,NSE,Unknown
SRIPIPES,SRIKALAHASTHI PIPES LTD,INE943C01027,NSE,Unknown
MPSLTD,MPS LIMITED,INE943D01017,NSE,Unknown
AGARWALEYE,DR AGARWALS HEALTH CARE L,INE943P01029,NSE,Unknown
GUJSTATFIN,GUJARAT STATE FINANCIAL CORPOR,INE944A01011,NSE,Unknown
RADICO,RADICO KHAITAN LTD,INE944F01028,NSE,Unknown
JCT,JCT LTD-DEPO,INE945A01018,NSE,Unknown
TYROON,TYROON TEA CO.LTD.,INE945B01016,NSE,Unknown
DECNGOLD,DECCAN GOLD MINES LTD.,INE945F01025,NSE,Unknown
V2RETAIL,V2 RETAIL LIMITED,INE945H01013,NSE,Unknown
ZODIACVEN,ZODIAC VENTURES LIMITED,INE945J01027,NSE,Unknown
PANTH,PANTH INFINITY LIMITED,INE945O01019,NSE,Unknown
WARDINMOBI,WARDWIZARD INNOVATIONS AND MOB,INE945P01024,NSE,Unknown
WARWIZ-RE,WARDWIZARD INNOVATIONS AND MOB,INE945P20024,NSE,Unknown
VIPULLTD,VIPUL LIMITED,INE946H01037,NSE,Unknown
SUNFLAG,SUNFLAG IRON AND STEEL CO,INE947A01014,NSE,Unknown
MERCURYLAB,Mercury Laboratories Limited,INE947G01011,NSE,Unknown
LOTUSEYE,LOTUS EYE HOSP & INST L,INE947I01017,NSE,Unknown
DEN,DEN NETWORKS LTD,INE947J01015,NSE,Unknown
LAURUSLABS,LAURUS LABS LIMITED,INE947Q01028,NSE,Unknown
GICL,GLOBE INTL CARRIERS LTD,INE947T01014,NSE,Unknown
GICL-RE,GLOBE INTL CARRIERS LTD,INE947T20014,NSE,Unknown
TRIGYN,TRIGYN TECHNOLOGIES LTD,INE948A01012,NSE,Unknown
SBECSUG,SBEC SUGAR LTD.,INE948G01019,NSE,Unknown
BFLAFL,BFL Asset Finvest Limited,INE948Q01018,NSE,Unknown
COSCO,COSCO (INDIA) LTD.,INE949B01018,NSE,Unknown
MANINFRA,MAN INFRA LTD,INE949H01023,NSE,Unknown
AUBANK,AU SMALL FINANCE BANK LTD,INE949L01017,NSE,Unknown
GENUSPAPER,GENUS P&B LIMITED,INE949P01018,NSE,Unknown
HPCOTTON,H.P.COTTON TEXTILE MILLS LTD.,INE950C01014,NSE,Unknown
ACROW,ACROW INDIA LTD.,INE950D01012,NSE,Unknown
